	IDNPROCEEDING	IDNCASE	OSC_DATE	INPUT_DATE	BASE_CITY_CODE	HEARING_LOC_CODE	IJ_CODE	TRANS_IN_DATE	PREV_HEARING_LOC	PREV_HEARING_BASE	PREV_IJ_CODE	TRANS_NBR	HEARING_DATE	HEARING_TIME	DEC_TYPE	DEC_CODE	DEPORTED_1	DEPORTED_2	OTHER_COMP	APPEAL_RSVD	APPEAL_NOT_FILED	COMP_DATE	ABSENTIA	VENUE_CHG_GRANTED	TRANSFER_TO	DATE_APPEAL_DUE_STATUS	TRANSFER_STATUS	CUSTODY	CASE_TYPE	NAT	LANG	SCHEDULED_HEAR_LOC	CORRECTIONAL_FAC	CRIM_IND	IHP	AGGRAVATE_FELON	DATE_DETAINED	DATE_RELEASED
6127	8741791	8954045	2019-05-22 00:00:00.000		ELP	ENP	SBM						2019-07-17 00:00:00.000	830.0														N	RMV	GT	PI			N		0.0		
6128	8741793	8954047	2019-05-26 00:00:00.000		ELP	ENP	GRG						2019-10-21 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6129	8741794	8954048	2019-05-23 00:00:00.000		ELP	ENP	SBM						2019-07-17 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6130	8741795	8954049	2019-05-26 00:00:00.000		ELP	ENP	GRG						2019-10-21 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6131	8741798	8954052	2019-04-30 00:00:00.000		ELP	ENP	SBM						2019-07-17 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6132	8741799	8954053	2019-05-26 00:00:00.000		ELP	ENP	GRG						2019-10-21 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
6133	8741800	8954054	2019-04-27 00:00:00.000		ELP	ENP	SBM						2019-07-17 00:00:00.000	830.0														N	RMV	HL	SP			N		0.0		
6134	8741801	8954055	2019-05-26 00:00:00.000		ELP	ENP	GRG						2019-10-21 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
6135	8741802	8954056	2019-05-26 00:00:00.000		ELP	ENP	SBM						2019-07-17 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
6136	8741804	8954058	2019-05-26 00:00:00.000		ELP	ENP	GRG						2019-10-21 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6137	8741806	8954060	2019-05-26 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6138	8741807	8954061	2019-05-26 00:00:00.000		ELP	ENP	SBM						2019-07-17 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6139	8741809	8954063	2019-05-26 00:00:00.000	2019-06-04 00:00:00.000	ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6140	8741810	8954064	2019-05-26 00:00:00.000		ELP	ENP	SBM						2019-07-17 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6141	8741812	8954066	2019-05-26 00:00:00.000	2019-06-04 00:00:00.000	ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6142	8741813	8954067	2019-05-26 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6143	8741814	8954068	2019-05-26 00:00:00.000	2019-06-04 00:00:00.000	ELP	ENP	SBM						2019-07-17 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6144	8741815	8954069	2019-05-26 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6145	8741816	8954070	2019-05-26 00:00:00.000	2019-06-04 00:00:00.000	ELP	ENP	SBM						2019-07-17 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6146	8741817	8954071	2019-05-23 00:00:00.000		ELP	ENP	SBM						2019-07-17 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6147	8741818	8954072	2019-05-26 00:00:00.000	2019-06-04 00:00:00.000	ELP	ENP	SBM						2019-07-17 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6148	8741819	8954073	2019-05-26 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6149	8741820	8954074	2019-05-26 00:00:00.000		ELP	ENP	SBM						2019-07-17 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6150	8741823	8954077	2019-05-26 00:00:00.000		ELP	ENP	SBM						2019-07-17 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6151	8741825	8954079	2019-05-26 00:00:00.000	2019-06-04 00:00:00.000	ELP	ENP	SBM						2019-07-17 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6152	8741826	8954080	2019-05-26 00:00:00.000	2019-06-04 00:00:00.000	ELP	ENP	SBM						2019-07-17 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6153	8741553	8953824	2019-05-23 00:00:00.000	2019-05-31 00:00:00.000	ELP	ENP	SBM						2019-07-17 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6154	8742049	8954281	2019-05-29 00:00:00.000	2019-06-06 00:00:00.000	ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6155	8745191	8956602	2019-05-26 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6156	8745193	8956603	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6157	8745207	8956612	2019-05-26 00:00:00.000		ELP	ENP	NHB						2019-07-03 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6158	8745225	8956624	2019-05-27 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6159	8745228	8956626	2019-05-27 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6160	8745241	8956637	2019-05-28 00:00:00.000	2019-06-03 00:00:00.000	ELP	ENP	GRG						2019-07-03 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6161	8745242	8956638	2019-05-28 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6162	8745255	8956649	2019-05-26 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
6163	8745257	8956651	2019-05-26 00:00:00.000		ELP	ENP	NHB						2019-07-03 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6164	8745609	8956916	2019-05-29 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6165	8745616	8956922	2019-05-29 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
6166	8745261	8956654	2019-05-27 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6167	8745287	8956675	2019-05-28 00:00:00.000		ELP	ENP	NHB						2019-07-03 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6168	8746473	8957531	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6169	8745304	8956689	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
6170	8745310	8956695	2019-05-28 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6171	8745328	8956711	2019-05-28 00:00:00.000		ELP	ENP	NHB						2019-07-03 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
6172	8744832	8956340	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6173	8745654	8956944	2019-05-29 00:00:00.000		ELP	ENP	NHB						2019-07-03 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6174	8746500	8957554	2019-05-28 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6175	8746509	8957564	2019-05-28 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6176	8733392	8947709	2019-05-23 00:00:00.000		ELP	ENP	NHB						2019-09-10 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
6177	8744851	8956357	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6178	8745689	8956962	2019-05-26 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6179	8746516	8957567	2019-05-28 00:00:00.000		ELP	ENP	NHB						2019-07-03 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
6180	8746525	8957574	2019-05-28 00:00:00.000		ELP	ENP	NHB						2019-07-03 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
6181	8744109	8955768	2019-04-25 00:00:00.000	2019-05-13 00:00:00.000	ELP	ENP	NHB						2019-08-28 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6182	8745368	8956744	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6183	8745385	8956760	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6184	8744872	8956372	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6185	8744884	8956382	2019-05-27 00:00:00.000		ELP	ENP	SBM						2019-07-17 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6186	8744892	8956388	2019-05-30 00:00:00.000	2019-06-06 00:00:00.000	ELP	ENP	GRG						2019-06-26 00:00:00.000	1300.0	O	X	GT					2019-06-25 00:00:00.000	Y			2019-07-25 00:00:00.000		N	RMV	GT	SP			N		0.0		
6187	8744893	8956389	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
6188	8744877	8956376	2019-05-30 00:00:00.000	2019-06-06 00:00:00.000	ELP	ENP	GRG						2019-06-26 00:00:00.000	1300.0	O	X	GT					2019-06-25 00:00:00.000	Y			2019-07-25 00:00:00.000		N	RMV	GT	SP			N		0.0		
6189	8745717	8956982	2019-05-26 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6190	8746537	8957579	2019-05-28 00:00:00.000		ELP	ENP	NHB						2019-07-03 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
6191	8746555	8957590	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6192	8746568	8957599	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6193	8744906	8956399	2019-05-26 00:00:00.000		ELP	ENP	NHB						2019-07-03 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
6194	8744917	8956409	2019-05-26 00:00:00.000		ELP	ENP	NHB						2019-07-03 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
6195	8744921	8956411	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6196	8744932	8956419	2019-05-28 00:00:00.000		ELP	ENP	NHB						2019-07-03 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6197	8744933	8956420	2019-05-26 00:00:00.000		ELP	ENP	NHB						2019-07-03 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
6198	8745750	8957011	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6199	8746584	8957611	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6200	8744173	8955813	2019-04-25 00:00:00.000	2019-05-13 00:00:00.000	ELP	ENP	NHB						2019-08-21 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6201	8745427	8956795	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6202	8744975	8956455	2019-05-28 00:00:00.000		ELP	ENP	SBM						2019-07-17 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6203	8746598	8957618	2019-05-28 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6204	8746626	8957644	2019-05-28 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
6205	8744991	8956468	2019-05-26 00:00:00.000	2019-06-04 00:00:00.000	ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6206	8745037	8956498	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
6207	8745788	8957041	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6208	8746160	8957289	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6209	8746642	8957655	2019-05-28 00:00:00.000		ELP	ENP	NHB						2019-07-03 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
6210	8746653	8957663	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
6211	8745460	8956817	2019-05-28 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6212	8745048	8956505	2019-05-26 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6213	8745050	8956506	2019-05-28 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6214	8745057	8956512	2019-05-26 00:00:00.000		ELP	ENP	NHB						2019-07-03 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6215	8745059	8956514	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6216	8745074	8956527	2019-05-27 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6217	8745081	8956533	2019-05-28 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
6218	8746180	8957301	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6219	8746665	8957671	2019-05-28 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
6220	8746675	8957680	2019-05-28 00:00:00.000		ELP	ENP	NHB						2019-07-03 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6221	8746694	8957693	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
6222	8745094	8956544	2019-05-28 00:00:00.000		ELP	ENP	NHB						2019-07-03 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6223	8747029	8957926	2019-05-29 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
6224	8746205	8957316	2019-05-26 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6225	8745499	8956842	2019-05-28 00:00:00.000		ELP	ENP	NHB						2019-07-03 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6226	8745514	8956855	2019-05-29 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
6227	8745531	8956866	2019-05-29 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6228	8747038	8957931	2019-05-29 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
6229	8746294	8957380	2019-05-29 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6230	8746724	8957717	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6231	8746736	8957725	2019-05-28 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6232	8746747	8957732	2019-05-28 00:00:00.000		ELP	ENP	NHB						2019-07-03 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6233	8745544	8956873	2019-05-29 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6234	8745554	8956878	2019-05-29 00:00:00.000		ELP	ENP	NHB						2019-07-03 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6235	8746757	8957740	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
6236	8745575	8956894	2019-05-29 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GP	SP			N		0.0		
6237	8745576	8956895	2019-05-29 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
6238	8745594	8956908	2019-05-29 00:00:00.000		ELP	ENP	NHB						2019-07-03 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
6239	8745175	8956593	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6240	8745179	8956595	2019-05-26 00:00:00.000		ELP	ENP	NHB						2019-07-03 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6241	8746782	8957754	2019-05-27 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
6242	8747537	8958268	2019-05-29 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6243	8747548	8958271	2019-05-29 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6244	8748828	8959242	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6245	8748838	8959251	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6246	8746372	8957442	2019-05-29 00:00:00.000		ELP	ENP	NHB						2019-07-03 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
6247	8746390	8957456	2019-05-29 00:00:00.000		ELP	ENP	NHB						2019-07-03 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
6248	8746804	8957767	2019-05-28 00:00:00.000		ELP	ENP	NHB						2019-08-06 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
6249	8747227	8958072	2019-05-29 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6250	8746406	8957469	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6251	8746412	8957474	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6252	8746823	8957778	2019-05-27 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
6253	8747243	8958084	2019-05-29 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6254	8746429	8957490	2019-05-28 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6255	8746434	8957495	2019-05-28 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6256	8746444	8957504	2019-05-28 00:00:00.000		ELP	ENP	NHB						2019-07-03 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
6257	8748925	8959315	2019-05-28 00:00:00.000		ELP	ENP	NHB						2019-07-10 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6258	8747266	8958098	2019-05-29 00:00:00.000		ELP	ENP	NHB						2019-06-26 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6259	8746460	8957519	2019-05-28 00:00:00.000		ELP	ENP	NHB						2019-07-03 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
6260	8749324	8959591	2019-05-30 00:00:00.000		ELP	ENP	GRG						2019-10-28 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6261	8748933	8959322	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6262	8748950	8959334	2019-05-28 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6263	8748957	8959339	2019-05-28 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6264	8747279	8958109	2019-05-29 00:00:00.000		ELP	ENP	NHB						2019-06-26 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6265	8747293	8958122	2019-05-29 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6266	8747310	8958135	2019-05-29 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6267	8750391	8960419	2019-05-29 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6268	8750393	8960421	2019-05-29 00:00:00.000		ELP	ENP	GRG						2019-10-28 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6269	8750394	8960422	2019-05-28 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6270	8750399	8960427	2019-05-28 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6271	8750400	8960428	2019-05-29 00:00:00.000		ELP	ENP	GRG						2019-10-28 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6272	8750405	8960433	2019-05-29 00:00:00.000		ELP	ENP	GRG						2019-10-28 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6273	8750409	8960437	2019-05-29 00:00:00.000		ELP	ENP	GRG						2019-10-28 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6274	8750416	8960444	2019-05-29 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6275	8749375	8959631	2019-05-30 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6276	8749333	8959596	2019-05-30 00:00:00.000		ELP	ENP	GRG						2019-10-28 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6277	8749343	8959604	2019-05-30 00:00:00.000		ELP	ENP	NHB						2019-07-10 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
6278	8748970	8959348	2019-05-28 00:00:00.000		ELP	ENP	NHB						2019-07-10 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6279	8748981	8959356	2019-05-28 00:00:00.000		ELP	ENP	NHB						2019-07-10 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6280	8750424	8960452	2019-05-29 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6281	8750428	8960456	2019-05-29 00:00:00.000		ELP	ENP	GRG						2019-10-28 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6282	8750433	8960461	2019-05-29 00:00:00.000		ELP	ENP	GRG						2019-10-28 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6283	8750436	8960464	2019-05-29 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6284	8750441	8960469	2019-05-29 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
6285	8749353	8959610	2019-05-30 00:00:00.000		ELP	ENP	NHB						2019-07-10 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
6286	8749360	8959617	2019-05-30 00:00:00.000		ELP	ENP	NHB						2019-07-10 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
6287	8748985	8959359	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
6288	8748994	8959366	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
6289	8747329	8958151	2019-05-29 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6290	8747343	8958161	2019-05-29 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6291	8749383	8959637	2019-05-30 00:00:00.000		ELP	ENP	SBM						2019-07-23 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
6292	8749389	8959642	2019-05-30 00:00:00.000		ELP	ENP	GRG						2019-10-28 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6293	8749398	8959650	2019-05-30 00:00:00.000		ELP	ENP	GRG						2019-10-28 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6294	8749001	8959372	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-22 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
6295	8749010	8959376	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-28 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6296	8749016	8959380	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-28 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6297	8749021	8959385	2019-05-28 00:00:00.000		ELP	ENP	GRG						2019-10-28 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6298	8751197	8961209	2019-06-03 00:00:00.000		ELP	ENP	GRG						2019-10-28 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
6299	8751205	8961213	2019-06-03 00:00:00.000		ELP	ENP	GRG						2019-10-28 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
6300	8751211	8961217	2019-06-03 00:00:00.000		ELP	ENP	GRG						2019-10-28 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
