	IDNPROCEEDING	IDNCASE	OSC_DATE	INPUT_DATE	BASE_CITY_CODE	HEARING_LOC_CODE	IJ_CODE	TRANS_IN_DATE	PREV_HEARING_LOC	PREV_HEARING_BASE	PREV_IJ_CODE	TRANS_NBR	HEARING_DATE	HEARING_TIME	DEC_TYPE	DEC_CODE	DEPORTED_1	DEPORTED_2	OTHER_COMP	APPEAL_RSVD	APPEAL_NOT_FILED	COMP_DATE	ABSENTIA	VENUE_CHG_GRANTED	TRANSFER_TO	DATE_APPEAL_DUE_STATUS	TRANSFER_STATUS	CUSTODY	CASE_TYPE	NAT	LANG	SCHEDULED_HEAR_LOC	CORRECTIONAL_FAC	CRIM_IND	IHP	AGGRAVATE_FELON	DATE_DETAINED	DATE_RELEASED
4463	8690774	8915063	2019-05-03 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4464	8690784	8915071	2019-05-03 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4465	8691547	8915699	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4466	8691559	8915710	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4467	8667279	8897852	2019-04-19 00:00:00.000	2019-05-02 00:00:00.000	ELP	ENP	NHB						2019-06-12 00:00:00.000	1300.0	O	X	ES					2019-06-12 00:00:00.000	Y			2019-07-12 00:00:00.000		N	RMV	ES	SP			N		0.0		
4468	8667280	8897853	2019-04-18 00:00:00.000	2019-05-02 00:00:00.000	ELP	ENP	NHB						2019-06-12 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4469	8667282	8897855	2019-04-18 00:00:00.000	2019-05-02 00:00:00.000	ELP	ENP	NHB						2019-06-12 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4470	8667285	8897858	2019-04-19 00:00:00.000	2019-05-02 00:00:00.000	ELP	ENP	NHB						2019-06-12 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4471	8688892	8913597	2019-05-01 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4472	8690795	8915080	2019-05-03 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4473	8690806	8915088	2019-05-03 00:00:00.000		ELP	ENP																						N	RMV	ES	SP			N		0.0		
4474	8691588	8915736	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4475	8691607	8915750	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4476	8689763	8914241	2019-05-01 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4477	8689770	8914247	2019-05-01 00:00:00.000		ELP	ENP																						N	RMV	ES	SP			N		0.0		
4478	8689974	8914423	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4479	8689988	8914437	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4480	8689990	8914439	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
4481	8689991	8914440	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4482	8689994	8914443	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4483	8689995	8914444	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4484	8689997	8914446	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4485	8690017	8914465	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4486	8690019	8914467	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4487	8690021	8914469	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4488	8690479	8914844	2019-05-03 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4489	8690816	8915097	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
4490	8690825	8915105	2019-05-03 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4491	8690840	8915118	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4492	8691618	8915758	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
4493	8691635	8915770	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4494	8691645	8915779	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4495	8692502	8916454	2019-05-03 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
4496	8692503	8916455	2019-05-03 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4497	8692504	8916456	2019-05-03 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4498	8692505	8916457	2019-05-03 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4499	8692506	8916458	2019-05-03 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
4500	8692507	8916459	2019-05-03 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4501	8692508	8916460	2019-05-03 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4502	8692509	8916461	2019-05-03 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
4503	8692510	8916462	2019-05-03 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4504	8692511	8916463	2019-05-03 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
4505	8692512	8916464	2019-05-03 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4506	8692513	8916465	2019-05-03 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4507	8692514	8916466	2019-05-03 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
4508	8692515	8916467	2019-05-03 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
4509	8692516	8916468	2019-05-03 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4510	8692517	8916469	2019-05-03 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
4511	8692519	8916471	2019-05-03 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
4512	8692520	8916472	2019-05-03 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
4513	8692521	8916473	2019-05-03 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4514	8692522	8916474	2019-05-03 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4515	8690022	8914470	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4516	8690024	8914472	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4517	8690025	8914473	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4518	8690026	8914474	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4519	8690029	8914477	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4520	8690030	8914478	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4521	8690032	8914480	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4522	8690042	8914490	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4523	8690044	8914492	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4524	8690046	8914494	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4525	8690048	8914496	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4526	8690051	8914499	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4527	8690052	8914500	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4528	8690058	8914506	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4529	8690064	8914510	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4530	8690844	8915121	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4531	8691674	8915801	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
4532	8661589	8893570	2019-04-21 00:00:00.000	2019-05-03 00:00:00.000	ELP	ENP	NHB						2019-05-29 00:00:00.000	1300.0	O	X	GT					2019-05-23 00:00:00.000	Y			2019-06-24 00:00:00.000		N	RMV	GT	SP			N		0.0		
4533	8690068	8914514	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4534	8690070	8914516	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4535	8690525	8914886	2019-05-03 00:00:00.000		ELP	ENP																						N	RMV	ES	SP			N		0.0		
4536	8690863	8915136	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4537	8690873	8915145	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
4538	8691688	8915813	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
4539	8691352	8915548	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4540	8691360	8915556	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4541	8690558	8914907	2019-05-03 00:00:00.000		ELP	ENP																						N	RMV	ES	SP			N		0.0		
4542	8690885	8915152	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4543	8690891	8915158	2019-04-05 00:00:00.000	2019-05-03 00:00:00.000	ELP	ENP	NHB						2019-05-15 00:00:00.000	1300.0					T			2019-05-07 00:00:00.000	N	2019-05-07 11:46:30.247	EPD	2019-06-06 00:00:00.000	V	D	RMV	HO	SP			N		0.0	2019-04-29 00:00:00.000	
4544	8691706	8915827	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4545	8691718	8915834	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4546	8691381	8915573	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4547	8691388	8915577	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	ES	SP			N		0.0		
4548	8692146	8916158	2019-05-03 00:00:00.000	2019-05-20 00:00:00.000	ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4549	8692155	8916166	2019-05-03 00:00:00.000	2019-05-20 00:00:00.000	ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4550	8692158	8916168	2019-05-03 00:00:00.000	2019-05-20 00:00:00.000	ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4551	8690575	8914920	2019-05-03 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4552	8690589	8914929	2019-05-03 00:00:00.000		ELP	ENP																						N	RMV	ES	SP			N		0.0		
4553	8691741	8915849	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4554	8691754	8915858	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4555	8691404	8915590	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	ES	SP			N		0.0		
4556	8691426	8915609	2019-05-03 00:00:00.000		ELP	ENP																						N	RMV	ES	SP			N		0.0		
4557	8692657	8916606	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4558	8690603	8914939	2019-05-03 00:00:00.000		ELP	ENP																						N	RMV	ES	SP			N		0.0		
4559	8690612	8914948	2019-05-03 00:00:00.000		ELP	ENP																						N	RMV	ES	SP			N		0.0		
4560	8690622	8914956	2019-05-03 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4561	8690940	8915193	2019-04-07 00:00:00.000	2019-05-03 00:00:00.000	ELP	ENP	NHB						2019-05-15 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4562	8691770	8915869	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
4563	8691442	8915618	2019-05-03 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4564	8691455	8915627	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4565	8690641	8914964	2019-05-03 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4566	8692660	8916609	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4567	8690959	8915207	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
4568	8690975	8915218	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
4569	8690981	8915224	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4570	8691800	8915883	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4571	8691480	8915648	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4572	8691493	8915659	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4573	8690997	8915236	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4574	8692682	8916630	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4575	8692684	8916632	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4576	8692685	8916633	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4577	8692686	8916634	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4578	8690656	8914973	2019-05-03 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4579	8691009	8915246	2019-05-03 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
4580	8691016	8915252	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4581	8691842	8915914	2019-05-03 00:00:00.000		ELP	ENP																						N	RMV	ES	SP			N		0.0		
4582	8735081	8948893	2019-05-20 00:00:00.000		ELP	ENP	GRG						2019-10-07 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4583	8692706	8916652	2019-05-04 00:00:00.000	2019-05-20 00:00:00.000	ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4584	8692713	8916659	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4585	8692714	8916660	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4586	8692718	8916664	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4587	8692719	8916665	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4588	8691865	8915926	2019-05-03 00:00:00.000		ELP	ENP																						N	RMV	ES	SP			N		0.0		
4589	8691881	8915935	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4590	8691905	8915953	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4591	8691915	8915960	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	ES	SP			N		0.0		
4592	8691925	8915967	2019-05-02 00:00:00.000		ELP	ENP																						N	RMV	ES	SP			N		0.0		
4593	8691932	8915974	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4594	8691938	8915979	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4595	8691943	8915983	2019-05-02 00:00:00.000		ELP	ENP	NHB						2019-08-13 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4596	8692884	8916830	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4597	8727227	8943018	2019-05-21 00:00:00.000	2019-05-31 00:00:00.000	ELP	ENP	GRG						2019-09-23 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4598	8692887	8916833	2019-05-04 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4599	8692888	8916834	2019-05-04 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4600	8692889	8916835	2019-05-04 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4601	8692890	8916836	2019-05-04 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4602	8692900	8916846	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4603	8692901	8916847	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4604	8692904	8916850	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4605	8692908	8916854	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4606	8692911	8916857	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4607	8692913	8916859	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4608	8692914	8916860	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4609	8692916	8916862	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4610	8692919	8916865	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4611	8692921	8916867	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4612	8692923	8916869	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4613	8692925	8916871	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4614	8692926	8916872	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4615	8692927	8916873	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4616	8727237	8943027	2019-05-21 00:00:00.000		ELP	ENP	GRG						2019-09-30 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4617	8727242	8943030	2019-05-21 00:00:00.000	2019-05-31 00:00:00.000	ELP	ENP	GRG						2019-09-23 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4618	8692721	8916667	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4619	8692929	8916875	2019-05-04 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4620	8692930	8916876	2019-05-04 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4621	8692931	8916877	2019-05-04 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4622	8692933	8916879	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4623	8692935	8916881	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4624	8692937	8916883	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4625	8692940	8916886	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4626	8692735	8916682	2019-05-04 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4627	8692736	8916683	2019-05-04 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4628	8694205	8917869	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4629	8694218	8917880	2019-05-06 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4630	8692817	8916764	2019-05-05 00:00:00.000	2019-05-17 00:00:00.000	ELP	ENP	NHB						2019-06-26 00:00:00.000	1300.0	O	X	HO					2019-06-26 00:00:00.000	Y			2019-07-26 00:00:00.000		N	RMV	HO	SP			N		0.0		
4631	8692879	8916825	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4632	8692880	8916826	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4633	8692881	8916827	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4634	8693000	8916945	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4635	8693001	8916946	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4636	8693003	8916948	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4637	8693006	8916951	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
4638	8693007	8916952	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4639	8693011	8916956	2019-05-04 00:00:00.000		ELP	ENP																						N	RMV	ES	SP			N		0.0		
4640	8693013	8916958	2019-05-04 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4641	8693016	8916961	2019-05-04 00:00:00.000		ELP	ENP																						N	RMV	ES	SP			N		0.0		
4642	8693018	8916963	2019-05-04 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4643	8693021	8916966	2019-05-04 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4644	8694230	8917889	2019-05-06 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
4645	8694243	8917901	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
4646	8693025	8916970	2019-05-04 00:00:00.000		ELP	ENP																						N	RMV	ES	SP			N		0.0		
4647	8693027	8916972	2019-05-04 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4648	8693030	8916975	2019-05-04 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4649	8693034	8916979	2019-05-04 00:00:00.000		ELP	ENP																						N	RMV	GT	SP			N		0.0		
4650	8693039	8916984	2019-05-04 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4651	8693042	8916986	2019-05-04 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4652	8693044	8916988	2019-05-04 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4653	8693057	8917001	2019-05-04 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4654	8693059	8917003	2019-05-04 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4655	8693060	8917004	2019-05-04 00:00:00.000		ELP	ENP																						N	RMV	HO	SP			N		0.0		
4656	8694252	8917909	2019-05-04 00:00:00.000		ELP	ENP	NHB						2019-08-14 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
