	IDNCASE	ALIEN_CITY	ALIEN_STATE	NAT	LANG	CUSTODY	SITE_TYPE	E_28_DATE	ATTY_NBR	CASE_TYPE	UPDATE_SITE	LATEST_HEARING	LATEST_TIME	LATEST_CAL_TYPE	UP_BOND_DATE	UP_BOND_RSN	CORRECTIONAL_FAC	RELEASE_MONTH	RELEASE_YEAR	INMATE_HOUSING	DATE_OF_ENTRY	C_ASY_TYPE	C_BIRTHDATE	C_RELEASE_DATE	UPDATED_CITY	UPDATED_STATE	ADDRESS_CHANGEDON	ZBOND_MRG_FLAG	GENDER	DATE_DETAINED	DATE_RELEASED	LPR	DETENTION_DATE	DETENTION_LOCATION	DCO_LOCATION	DETENTION_FACILITY_TYPE	CASEPRIORITY_CODE	IDNPROCEEDING	OSC_DATE	INPUT_DATE	BASE_CITY_CODE	HEARING_LOC_CODE	IJ_CODE	TRANS_IN_DATE	PREV_HEARING_LOC	PREV_HEARING_BASE	PREV_IJ_CODE	TRANS_NBR	HEARING_DATE	HEARING_TIME	DEC_TYPE	DEC_CODE	DEPORTED_1	DEPORTED_2	OTHER_COMP	APPEAL_RSVD	APPEAL_NOT_FILED	COMP_DATE	ABSENTIA	VENUE_CHG_GRANTED	TRANSFER_TO	DATE_APPEAL_DUE_STATUS	TRANSFER_STATUS	CUSTODY_right	CASE_TYPE_right	NAT_right	LANG_right	SCHEDULED_HEAR_LOC	CORRECTIONAL_FAC_right	CRIM_IND	IHP	AGGRAVATE_FELON	DATE_DETAINED_right	DATE_RELEASED_right
243	8864718	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-08-08 00:00:00.000	1200.0	M							2019-03-31 00:00:00.000		11/1987						F									8621905	2019-04-03 00:00:00.000	2019-05-02 00:00:00.000	SND	CIX	PSL						2019-05-08 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
244	8864719	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-08-08 00:00:00.000	1200.0	M							2019-03-31 00:00:00.000		9/2011						M			0.0						8621906	2019-04-03 00:00:00.000	2019-05-03 00:00:00.000	SND	CIX	PSL						2019-05-08 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
245	8864727	See Remarks	FA	GT	SP	N	I			RMV	SND	2019-05-07 00:00:00.000	1230.0	M							2019-04-01 00:00:00.000		3/2003						F									8621914	2019-04-03 00:00:00.000	2019-05-02 00:00:00.000	SND	CIX	BAR						2019-05-07 00:00:00.000	1230.0	W	T						2019-05-07 00:00:00.000	N			2019-06-06 00:00:00.000		N	RMV	GT	SP			N		0.0		
246	8864728			GT	SP	N	I			RMV	SND	2019-04-25 00:00:00.000	1230.0	M							2019-03-31 00:00:00.000		12/2010						M									8621915	2019-04-01 00:00:00.000	2019-04-25 00:00:00.000	SND	SYP	SS2						2019-04-25 00:00:00.000	1230.0					F			2019-04-25 00:00:00.000	N			2019-05-28 00:00:00.000		N	RMV	GT	SP			N		0.0		
247	8864729	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-07-25 00:00:00.000	1030.0	I							2019-04-01 00:00:00.000	E	11/1995						M									8621916	2019-04-02 00:00:00.000	2019-04-19 00:00:00.000	SND	CIX	JLR						2019-05-13 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
248	8864730	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-07-25 00:00:00.000	1030.0	I							2019-04-01 00:00:00.000	E	10/1988						F									8621917	2019-04-02 00:00:00.000	2019-04-19 00:00:00.000	SND	CIX	JLR						2019-05-13 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
249	8864731	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-07-25 00:00:00.000	1030.0	I							2019-04-01 00:00:00.000	E	8/2013						M									8621918	2019-04-02 00:00:00.000	2019-04-19 00:00:00.000	SND	CIX	JLR						2019-05-13 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
250	8864732	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-07-25 00:00:00.000	1030.0	I							2019-04-01 00:00:00.000	E	11/2017						M									8621919	2019-04-02 00:00:00.000	2019-04-19 00:00:00.000	SND	CIX	JLR						2019-05-13 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
251	8864740	OKLAHOMA CITY	OK	GT	QUI	N	I			RMV	DAL	2019-05-28 00:00:00.000	1230.0	M							2019-04-01 00:00:00.000		5/1997						F			0.0						8621927	2019-04-02 00:00:00.000	2019-04-26 00:00:00.000	SND	CIX	SS2						2019-05-15 00:00:00.000	800.0					C			2019-06-10 00:00:00.000	N	2019-06-11 19:14:34.903	DAL	2019-07-10 00:00:00.000	V	N	RMV	GT	QUI			N		0.0		
252	8864741	See Remarks	FA	ES	SP	N	I			RMV	SND	2019-08-21 00:00:00.000	1230.0	M							2019-03-28 00:00:00.000		3/1978						F									8621928	2019-04-02 00:00:00.000	2019-05-09 00:00:00.000	SND	CIX	SS2						2019-05-15 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
253	8864742	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-07-25 00:00:00.000	1230.0	M							2019-04-01 00:00:00.000		3/1996						M									8621929	2019-04-02 00:00:00.000	2019-05-02 00:00:00.000	SND	SYP	BAR						2019-05-20 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
254	8864743	See Remarks	FA	ES	SP	N	I			RMV	SND	2019-08-21 00:00:00.000	1230.0	M									7/2001						M									8621930	2019-04-02 00:00:00.000	2019-05-09 00:00:00.000	SND	CIX	SS2						2019-05-15 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
255	8864744	OKLAHOMA CITY	OK	GT	QUI	N	I			RMV	DAL	2019-06-10 00:00:00.000	1200.0	M							2019-04-01 00:00:00.000		6/2016						M			0.0						8621931	2019-04-02 00:00:00.000	2019-04-26 00:00:00.000	SND	CIX	SS2						2019-05-15 00:00:00.000	800.0					C			2019-06-10 00:00:00.000	N	2019-06-11 19:15:29.037	DAL	2019-07-10 00:00:00.000	V	N	RMV	GT	QUI			N		0.0		
256	8864745	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-07-25 00:00:00.000	1230.0	M							2019-04-01 00:00:00.000		1/1989						M									8621932	2019-04-02 00:00:00.000	2019-04-02 00:00:00.000	SND	SYP	BAR						2019-05-30 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
257	8864753	See Remarks	FA	ES	SP	N	I			RMV	SND	2019-07-25 00:00:00.000	1230.0	M							2019-04-01 00:00:00.000		11/2004						M									8621940	2019-04-03 00:00:00.000	2019-05-07 00:00:00.000	SND	SYP	PSL						2019-05-15 00:00:00.000	1230.0														N	RMV	ES	SP			N		0.0		
258	8864754	See Remarks	FA	ES	SP	N	I			RMV	SND	2019-07-25 00:00:00.000	1230.0	M							2019-04-01 00:00:00.000		7/2003						M									8621941	2019-04-03 00:00:00.000	2019-05-07 00:00:00.000	SND	SYP	PSL						2019-05-15 00:00:00.000	1230.0														N	RMV	ES	SP			N		0.0		
259	8864757	LOS ANGELES	CA	GT	SP	N	I			RMV	SND										2019-04-01 00:00:00.000		2/2000						F									8621944	2019-04-02 00:00:00.000	2019-04-30 00:00:00.000	SND	SYP	LOC						2019-05-21 00:00:00.000	1230.0	W	T						2019-05-21 00:00:00.000	Y			2019-06-20 00:00:00.000		N	RMV	GT	SP			N		0.0		
260	8864758	LOS ANGELES	CA	GT	SP	N	I			RMV	SND										2019-04-01 00:00:00.000		6/2016						M									8621945	2019-04-02 00:00:00.000	2019-04-30 00:00:00.000	SND	SYP	LOC						2019-05-21 00:00:00.000	1230.0	W	T						2019-05-21 00:00:00.000	Y			2019-06-20 00:00:00.000		N	RMV	GT	SP			N		0.0		
261	8864781	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-07-25 00:00:00.000	1230.0	M							2019-04-01 00:00:00.000		3/1989						F									8621975	2019-04-02 00:00:00.000	2019-06-07 00:00:00.000	SND	SYP	PSL						2019-06-12 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
262	8798280	See Remarks	FA	HO	SP	N	I	2019-03-22 00:00:00.000	0.0	RMV	SND	2019-10-10 00:00:00.000	1230.0	M							2019-02-07 00:00:00.000	E	7/1982						M									8527896	2019-02-08 00:00:00.000	2019-02-27 00:00:00.000	SND	SYP	SS2						2019-03-22 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
263	8798283	See Remarks	FA	ES	SP	N	I			RMV	SND	2019-07-29 00:00:00.000	1230.0	M							2019-02-07 00:00:00.000		9/1992						M									8527899	2019-02-08 00:00:00.000	2019-02-27 00:00:00.000	SND	SYP	SS2						2019-03-22 00:00:00.000	1230.0														N	RMV	ES	SP			N		0.0		
264	8985938	See Remarks	FA	GT	SP	N	I			RMV	SND	2019-11-14 00:00:00.000	1230.0	M							2019-06-17 00:00:00.000		10/1996						M									8783725	2019-06-18 00:00:00.000	2019-06-27 21:03:04.160	SND	SYP	JCL						2019-11-14 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
265	8985689	See Remarks	FA	EC	SP	N	I			RMV	ELP	2019-08-01 00:00:00.000	830.0	M									1/2003						M									8783352	2019-06-18 00:00:00.000		ELP	ENP	SBM						2019-08-01 00:00:00.000	830.0														N	RMV	EC	SP			N		0.0		
266	8985691	See Remarks	FA	HO	SP	N	I			RMV	ELP	2019-12-09 00:00:00.000	1300.0	M									10/1994						M									8783355	2019-06-18 00:00:00.000		ELP	ENP	GRG						2019-12-09 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
267	8985699	See Remarks	FA	EC	SP	N	I			RMV	ELP	2019-08-01 00:00:00.000	830.0	M									5/2005						M									8783365	2019-06-18 00:00:00.000		ELP	ENP	SBM						2019-08-01 00:00:00.000	830.0														N	RMV	EC	SP			N		0.0		
268	8985707	See Remarks	FA	CU	SP	N	I			RMV	ELP	2020-01-15 00:00:00.000	1300.0	M									4/1990						F									8783374	2019-06-16 00:00:00.000		ELP	ENP	NHB						2020-01-15 00:00:00.000	1300.0														N	RMV	CU	SP			N		0.0		
269	8985710	See Remarks	FA	HO	SP	N	I			RMV	ELP	2019-12-09 00:00:00.000	1300.0	M															M									8783378	2019-06-18 00:00:00.000		ELP	ENP	GRG						2019-12-09 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
270	8985712	See Remarks	FA	EC	SP	N	I			RMV	ELP	2019-08-01 00:00:00.000	830.0	M							2019-06-18 00:00:00.000		6/2019						M									8783380	2019-06-18 00:00:00.000		ELP	ENP	SBM						2019-08-01 00:00:00.000	830.0														N	RMV	EC	SP			N		0.0		
271	8985951	See Remarks	FA	GT	SP	N	I			RMV	SND	2019-11-14 00:00:00.000	1230.0	M							2019-06-17 00:00:00.000		10/1999						F									8783744	2019-06-18 00:00:00.000	2019-06-27 21:03:52.227	SND	SYP	JCL						2019-11-14 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
272	8985960			CU	SP	N	I			RMV	ELP	2019-12-09 00:00:00.000	1300.0	M							2019-06-17 00:00:00.000		10/1989						M									8783756	2019-06-18 00:00:00.000		ELP	ENP	GRG						2019-12-09 00:00:00.000	1300.0														N	RMV	CU	SP			N		0.0		
273	8985969			CU	SP	N	I			RMV	ELP	2020-01-15 00:00:00.000	1300.0	M							2019-06-17 00:00:00.000		12/1960						M									8783766	2019-06-18 00:00:00.000		ELP	ENP	NHB						2020-01-15 00:00:00.000	1300.0														N	RMV	CU	SP			N		0.0		
274	8985972	See Remarks	FA	CU	SP	N	I			RMV	ELP	2019-12-09 00:00:00.000	1300.0	M							2019-06-16 00:00:00.000		8/1989						M									8783769	2019-06-18 00:00:00.000		ELP	ENP	GRG						2019-12-09 00:00:00.000	1300.0														N	RMV	CU	SP			N		0.0		
275	8985973	See Remarks		GT	SP	N	I			RMV	SND	2019-11-14 00:00:00.000	1230.0	M							2019-06-17 00:00:00.000		7/2014						M									8783770	2019-06-18 00:00:00.000	2019-06-27 21:04:59.700	SND	SYP	JCL						2019-11-14 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
276	8986018	See Remarks	FA	GT	SP	N	I			RMV	SND	2019-11-14 00:00:00.000	1230.0	M							2019-06-09 00:00:00.000		8/1983						M									8783829	2019-06-16 00:00:00.000	2019-06-27 20:57:15.890	SND	SYP	JCL						2019-11-14 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
277	8986031	See Remarks	FA	GT	SP	N	I			RMV	SND	2019-11-14 00:00:00.000	1230.0	M							2019-06-09 00:00:00.000		9/2003						M									8783846	2019-06-16 00:00:00.000	2019-06-27 20:58:50.340	SND	SYP	JCL						2019-11-14 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
278	8986044	See Remarks	FA	CU	SP	N	I			RMV	ELP	2019-12-09 00:00:00.000	1300.0	M							2019-06-17 00:00:00.000		8/1985						F									8783864	2019-06-18 00:00:00.000		ELP	ENP	GRG						2019-12-09 00:00:00.000	1300.0														N	RMV	CU	SP			N		0.0		
279	8864996	See Remarks	FA	NU	SP	N	I			RMV	SND	2019-07-18 00:00:00.000	1230.0	M							2019-04-02 00:00:00.000		4/1984						M									8622254	2019-04-03 00:00:00.000	2019-05-07 00:00:00.000	SND	SYP	BAR						2019-05-30 00:00:00.000	1230.0														N	RMV	NU	SP			N		0.0		
280	8865015	See Remarks	FA	NU	SP	N	I			RMV	SND	2019-07-18 00:00:00.000	1230.0	M							2019-04-02 00:00:00.000		9/1986						F									8622274	2019-04-03 00:00:00.000	2019-05-07 00:00:00.000	SND	SYP	BAR						2019-05-30 00:00:00.000	1230.0														N	RMV	NU	SP			N		0.0		
281	8864786	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-07-25 00:00:00.000	1230.0	M							2019-04-01 00:00:00.000		3/2014						M									8621981	2019-04-03 00:00:00.000	2019-06-06 00:00:00.000	SND	SYP	PSL						2019-06-12 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
282	8864818	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-07-25 00:00:00.000	1230.0	M							2019-04-01 00:00:00.000		11/1998						M									8622022	2019-04-02 00:00:00.000	2019-05-09 00:00:00.000	SND	SYP	BAR						2019-05-20 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
283	8865294	See Remarks	FA	GT	SP	N	I		0.0	RMV	ELP	2019-05-17 00:00:00.000	1300.0	M							2019-03-25 00:00:00.000		5/1993						F									8622657	2019-03-29 00:00:00.000	2019-04-04 00:00:00.000	ELP	ENP	NHB						2019-04-18 00:00:00.000	1000.0	O	X	GT					2019-05-31 00:00:00.000	Y			2019-07-01 00:00:00.000		N	RMV	GT	SP			N		0.0		
284	8865500	See Remarks	FA	HO	SP	N	I			RMV	ELP	2019-04-18 00:00:00.000	1000.0	M							2019-03-31 00:00:00.000		6/2000						M									8622928	2019-03-31 00:00:00.000	2019-04-04 00:00:00.000	ELP	ENP	NHB						2019-04-18 00:00:00.000	1000.0	O	X	HO					2019-05-17 00:00:00.000	Y			2019-06-17 00:00:00.000		N	RMV	HO	SP			N		0.0		
285	8865738	See Remarks	FA	HO	SP	N	I			RMV	ELP	2019-08-01 00:00:00.000	1300.0	M							2019-03-29 00:00:00.000		10/1979						F									8623268	2019-04-01 00:00:00.000	2019-04-16 00:00:00.000	ELP	ENP	NHB						2019-04-18 00:00:00.000	1000.0														N	RMV	HO	SP			N		0.0		
286	8865755	See Remarks	FA	HO	SP	N	I			RMV	ELP	2019-08-01 00:00:00.000	1300.0	M							2019-03-29 00:00:00.000		6/2001						M									8623297	2019-04-01 00:00:00.000	2019-04-16 00:00:00.000	ELP	ENP	NHB						2019-04-18 00:00:00.000	1000.0														N	RMV	HO	SP			N		0.0		
287	8865791	TAMPA	FL	HO	SP	N	I			RMV	ORL	2019-04-25 00:00:00.000	1000.0	M							2019-03-29 00:00:00.000		7/1985						F									8623368	2019-04-01 00:00:00.000	2019-04-16 00:00:00.000	ELP	ENP	NHB						2019-04-18 00:00:00.000	1000.0					C			2019-06-05 00:00:00.000	N	2019-06-05 13:01:53.127	ORL	2019-07-05 00:00:00.000	V	N	RMV	HO	SP			N		0.0		
288	8865798	TAMPA	FL	HO	SP	N	I			RMV	ORL	2019-05-31 00:00:00.000	1300.0	M							2019-03-29 00:00:00.000		5/2013						M									8623383	2019-04-01 00:00:00.000	2019-04-16 00:00:00.000	ELP	ENP	NHB						2019-04-18 00:00:00.000	1000.0					C			2019-06-05 00:00:00.000	N	2019-06-05 13:02:49.970	ORL	2019-07-05 00:00:00.000	V	N	RMV	HO	SP			N		0.0		
289	8865805	TAMPA	FL	HO	SP	N	I			RMV	ORL	2019-05-31 00:00:00.000	1300.0	M							2019-03-29 00:00:00.000		12/2010						M									8623395	2019-04-01 00:00:00.000	2019-04-16 00:00:00.000	ELP	ENP	NHB						2019-04-18 00:00:00.000	1000.0					C			2019-06-05 00:00:00.000	N	2019-06-05 13:04:23.637	ORL	2019-07-05 00:00:00.000	V	N	RMV	HO	SP			N		0.0		
290	8865841	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-04-25 00:00:00.000	1000.0	M							2019-03-29 00:00:00.000		4/1992						M									8623443	2019-04-02 00:00:00.000	2019-04-16 00:00:00.000	ELP	ENP	NHB						2019-04-18 00:00:00.000	1000.0	W	X	GT					2019-04-25 00:00:00.000	Y			2019-05-28 00:00:00.000		N	RMV	GT	SP			N		0.0		
291	8865847	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-04-25 00:00:00.000	1000.0	M									8/1999						F									8623455	2019-04-02 00:00:00.000	2019-04-16 00:00:00.000	ELP	ENP	NHB						2019-04-18 00:00:00.000	1000.0	W	X	GT					2019-04-25 00:00:00.000	Y			2019-05-28 00:00:00.000		N	RMV	GT	SP			N		0.0		
292	8865854	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-04-25 00:00:00.000	1000.0	M							2019-03-29 00:00:00.000		4/2016						M									8623469	2019-04-02 00:00:00.000	2019-04-16 00:00:00.000	ELP	ENP	NHB						2019-04-18 00:00:00.000	1000.0	W	X	GT					2019-04-25 00:00:00.000	Y			2019-05-28 00:00:00.000		N	RMV	GT	SP			N		0.0		
293	8865867	See Remarks	FA	GT	SP	N	I			RMV	SND	2019-08-08 00:00:00.000	1230.0	M							2019-04-02 00:00:00.000		10/1994						F									8623489	2019-04-02 00:00:00.000	2019-05-02 00:00:00.000	SND	SYP	PSL						2019-05-20 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
294	8865878	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-04-25 00:00:00.000	1000.0	M							2019-03-29 00:00:00.000		10/1983						M									8623505	2019-04-02 00:00:00.000	2019-04-16 00:00:00.000	ELP	ENP	NHB						2019-04-18 00:00:00.000	1000.0	O	X	GT					2019-05-31 00:00:00.000	Y			2019-07-01 00:00:00.000		N	RMV	GT	SP			N		0.0		
295	8865886	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-04-25 00:00:00.000	1000.0	M							2019-03-29 00:00:00.000		5/2003						M									8623522	2019-04-02 00:00:00.000	2019-04-16 00:00:00.000	ELP	ENP	NHB						2019-04-18 00:00:00.000	1000.0	O	X	GT					2019-05-31 00:00:00.000	Y			2019-07-01 00:00:00.000		N	RMV	GT	SP			N		0.0		
296	8865897	See Remarks	FA	GT	SP	N	I			RMV	SND	2019-08-08 00:00:00.000	1230.0	M							2019-04-02 00:00:00.000		11/2018						M									8623543	2019-04-02 00:00:00.000	2019-05-02 00:00:00.000	SND	SYP	PSL						2019-05-20 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
297	8865955	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-04-25 00:00:00.000	1000.0	M							2019-03-29 00:00:00.000		12/1981						M									8623637	2019-04-02 00:00:00.000	2019-04-16 00:00:00.000	ELP	ENP	NHB						2019-04-18 00:00:00.000	1000.0	O	X	GT					2019-05-31 00:00:00.000	Y			2019-07-01 00:00:00.000		N	RMV	GT	SP			N		0.0		
298	8865959	See Remarks	FA	GT	SP	N	I			RMV	SND	2019-05-15 00:00:00.000	1230.0	M							2019-04-01 00:00:00.000		1/1982						M									8623643	2019-04-02 00:00:00.000	2019-04-19 00:00:00.000	SND	SYP	PSL						2019-05-15 00:00:00.000	1230.0	W	T						2019-06-17 00:00:00.000	Y			2019-07-17 00:00:00.000		N	RMV	GT	SP			N		0.0		
299	8865964	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-04-25 00:00:00.000	1000.0	M							2019-03-29 00:00:00.000		9/2003						M									8623651	2019-04-02 00:00:00.000	2019-04-16 00:00:00.000	ELP	ENP	NHB						2019-04-18 00:00:00.000	1000.0	O	X	GT					2019-05-31 00:00:00.000	Y			2019-07-01 00:00:00.000		N	RMV	GT	SP			N		0.0		
300	8865969	See Remarks	FA	GT	KON	N	I			RMV	SND	2019-05-15 00:00:00.000	1230.0	M							2019-04-01 00:00:00.000		5/2004						M			0.0						8623658	2019-04-02 00:00:00.000	2019-04-19 00:00:00.000	SND	SYP	PSL						2019-05-15 00:00:00.000	1230.0	W	T						2019-06-17 00:00:00.000	Y			2019-07-17 00:00:00.000		N	RMV	GT	KON			N		0.0		
301	8865978	See Remarks	FA	HO	SP	N	I	2019-04-25 00:00:00.000	0.0	RMV	MIA	2020-04-30 00:00:00.000	900.0	M							2019-03-29 00:00:00.000		5/1987						F									8623669	2019-04-01 00:00:00.000	2019-04-16 00:00:00.000	ELP	ENP	NHB						2019-04-25 00:00:00.000	1000.0					C			2019-05-31 00:00:00.000	N	2019-05-31 16:02:34.073	MIA	2019-07-01 00:00:00.000	V	N	RMV	HO	SP			N		0.0		
302	8865984	See Remarks	FA	HO	SP	N	I	2019-04-25 00:00:00.000	0.0	RMV	MIA	2020-04-30 00:00:00.000	900.0	M							2019-03-29 00:00:00.000		9/2014						F									8623678	2019-04-01 00:00:00.000	2019-04-16 00:00:00.000	ELP	ENP	NHB						2019-04-25 00:00:00.000	1000.0					C			2019-05-31 00:00:00.000	N	2019-05-31 16:03:26.393	MIA	2019-07-01 00:00:00.000	V	N	RMV	HO	SP			N		0.0		
303	8866000	See Remarks	FA	HO	SP	N	I	2019-04-25 00:00:00.000	0.0	RMV	MIA	2020-04-30 00:00:00.000	900.0	M							2019-03-29 00:00:00.000		1/2005						F									8623699	2019-04-01 00:00:00.000	2019-04-16 00:00:00.000	ELP	ENP	NHB						2019-04-25 00:00:00.000	1000.0					C			2019-05-31 00:00:00.000	N	2019-05-31 16:04:05.797	MIA	2019-07-01 00:00:00.000	V	N	RMV	HO	SP			N		0.0		
304	8866080	See Remarks	FA	HO	SP	N	I			RMV	ELP	2019-08-01 00:00:00.000	1300.0	M							2019-03-29 00:00:00.000		12/1968						M									8623818	2019-04-02 00:00:00.000	2019-04-16 00:00:00.000	ELP	ENP	NHB						2019-04-18 00:00:00.000	1000.0														N	RMV	HO	SP			N		0.0		
305	8866124	See Remarks	FA	GT	SP	N	I			RMV	SND	2019-05-21 00:00:00.000	1230.0	M							2019-04-01 00:00:00.000		9/1979						M									8623883	2019-04-02 00:00:00.000	2019-05-07 00:00:00.000	SND	SYP	LOC						2019-05-21 00:00:00.000	1230.0	O	X	GT					2019-06-06 00:00:00.000	Y			2019-07-08 00:00:00.000		N	RMV	GT	SP			N		0.0		
306	8986318	See Remarks	FA	EC	SP	N	I			RMV	ELP	2019-12-09 00:00:00.000	1300.0	M							2019-06-18 00:00:00.000		3/1998						M									8784213	2019-06-18 00:00:00.000		ELP	ENP	GRG						2019-12-09 00:00:00.000	1300.0														N	RMV	EC	SP			N		0.0		
307	8986371	See Remarks	FA	CU	SP	N	I			RMV	ELP	2019-08-15 00:00:00.000	830.0	M							2019-06-18 00:00:00.000		5/1998						F									8784281	2019-06-18 00:00:00.000		ELP	ENP	RSH						2019-08-15 00:00:00.000	830.0														N	RMV	CU	SP			N		0.0		
308	8866131	See Remarks	FA	HO	SP	N	I			RMV	ELP	2019-08-01 00:00:00.000	1300.0	M							2019-03-29 00:00:00.000		6/2004						F									8623891	2019-04-02 00:00:00.000	2019-04-16 00:00:00.000	ELP	ENP	NHB						2019-04-18 00:00:00.000	1000.0														N	RMV	HO	SP			N		0.0		
309	8866139	See Remarks	FA	HO	SP	N	I			RMV	SND										2019-04-01 00:00:00.000		4/1984						M									8623910	2019-04-02 00:00:00.000	2019-05-02 00:00:00.000	SND	SYP	BAR						2019-05-20 00:00:00.000	1230.0	O	T				I		2019-05-20 00:00:00.000	N			2019-06-19 00:00:00.000		N	RMV	HO	SP			N		0.0		
310	8866147	See Remarks	FA	GT	SP	N	I			RMV	SND	2019-05-21 00:00:00.000	1230.0	M							2019-04-01 00:00:00.000		3/2008						M									8623923	2019-04-02 00:00:00.000	2019-05-07 00:00:00.000	SND	SYP	LOC						2019-05-21 00:00:00.000	1230.0	O	T						2019-06-06 00:00:00.000	Y			2019-07-08 00:00:00.000		N	RMV	GT	SP			N		0.0		
311	8986380	See Remarks	FA	CU	SP	N	I			RMV	SND	2019-11-14 00:00:00.000	1230.0	M							2019-06-17 00:00:00.000		3/1980						M									8784291	2019-06-18 00:00:00.000		SND	SYP	JCL						2019-11-14 00:00:00.000	1230.0														N	RMV	CU	SP			N		0.0		
312	8986425			VE	SP	N	I			RMV	SND	2019-11-21 00:00:00.000	1230.0	M							2019-06-15 00:00:00.000		4/1999						M									8784360	2019-06-18 00:00:00.000		SND	SYP	JDV						2019-11-21 00:00:00.000	1230.0														N	RMV	VE	SP			N		0.0		
313	8882639	See Remarks	FA	HO	SP	N	I			RMV	SND										2019-04-11 00:00:00.000		11/1990						M									8646722	2019-04-15 00:00:00.000	2019-05-09 00:00:00.000	SND	SYP	CAB						2019-05-28 00:00:00.000	1230.0	O	T						2019-05-28 00:00:00.000	N			2019-06-27 00:00:00.000		N	RMV	HO	SP			N		0.0		
314	8866352	MONTGOMERY	AL	GT	SP	N	I			RMV	SND	2019-05-15 00:00:00.000	1230.0	M							2019-03-31 00:00:00.000		12/1978						M									8624224	2019-04-02 00:00:00.000	2019-05-02 00:00:00.000	SND	SYP	PSL						2019-05-15 00:00:00.000	1230.0	W	T						2019-06-17 00:00:00.000	Y			2019-07-17 00:00:00.000		N	RMV	GT	SP			N		0.0		
315	8866502	See Remarks	FA	GT	SP	N	I			RMV	SND										2019-03-31 00:00:00.000		11/1987						M									8624444	2019-04-03 00:00:00.000	2019-05-13 00:00:00.000	SND	CIX	CAB						2019-05-21 00:00:00.000	1230.0	W	T				I		2019-05-21 00:00:00.000	Y			2019-06-20 00:00:00.000		N	RMV	GT	SP			N		0.0		
316	8866513	See Remarks	FA	GT	SP	N	I			RMV	SND										2019-03-31 00:00:00.000		4/2006						F			0.0						8624464	2019-04-03 00:00:00.000	2019-05-13 00:00:00.000	SND	CIX	CAB						2019-05-21 00:00:00.000	1230.0	W	T				I		2019-05-21 00:00:00.000	Y			2019-06-20 00:00:00.000		N	RMV	GT	SP			N		0.0		
317	8866526	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-05-01 00:00:00.000	1300.0	M							2019-04-02 00:00:00.000		4/1993						M									8624489	2019-04-02 00:00:00.000	2019-04-17 00:00:00.000	ELP	ENP	NHB						2019-04-18 00:00:00.000	1000.0	W	X	GT					2019-05-01 00:00:00.000	Y			2019-05-31 00:00:00.000		N	RMV	GT	SP			N		0.0		
318	8866545	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-05-01 00:00:00.000	1300.0	M							2019-04-02 00:00:00.000		2/2017						M									8624519	2019-04-02 00:00:00.000	2019-04-17 00:00:00.000	ELP	ENP	NHB						2019-04-18 00:00:00.000	1000.0	W	X	GT					2019-05-10 00:00:00.000	Y			2019-06-10 00:00:00.000		N	RMV	GT	SP			N		0.0		
