	IDNCASE	ALIEN_CITY	ALIEN_STATE	NAT	LANG	CUSTODY	SITE_TYPE	E_28_DATE	ATTY_NBR	CASE_TYPE	UPDATE_SITE	LATEST_HEARING	LATEST_TIME	LATEST_CAL_TYPE	UP_BOND_DATE	UP_BOND_RSN	CORRECTIONAL_FAC	RELEASE_MONTH	RELEASE_YEAR	INMATE_HOUSING	DATE_OF_ENTRY	C_ASY_TYPE	C_BIRTHDATE	C_RELEASE_DATE	UPDATED_CITY	UPDATED_STATE	ADDRESS_CHANGEDON	ZBOND_MRG_FLAG	GENDER	DATE_DETAINED	DATE_RELEASED	LPR	DETENTION_DATE	DETENTION_LOCATION	DCO_LOCATION	DETENTION_FACILITY_TYPE	CASEPRIORITY_CODE	IDNPROCEEDING	OSC_DATE	INPUT_DATE	BASE_CITY_CODE	HEARING_LOC_CODE	IJ_CODE	TRANS_IN_DATE	PREV_HEARING_LOC	PREV_HEARING_BASE	PREV_IJ_CODE	TRANS_NBR	HEARING_DATE	HEARING_TIME	DEC_TYPE	DEC_CODE	DEPORTED_1	DEPORTED_2	OTHER_COMP	APPEAL_RSVD	APPEAL_NOT_FILED	COMP_DATE	ABSENTIA	VENUE_CHG_GRANTED	TRANSFER_TO	DATE_APPEAL_DUE_STATUS	TRANSFER_STATUS	CUSTODY_right	CASE_TYPE_right	NAT_right	LANG_right	SCHEDULED_HEAR_LOC	CORRECTIONAL_FAC_right	CRIM_IND	IHP	AGGRAVATE_FELON	DATE_DETAINED_right	DATE_RELEASED_right
0	8904477	See Remarks	FA	GT	SP	N	I			RMV	SND										2019-04-22 00:00:00.000		8/2016						M									8676263	2019-04-27 00:00:00.000	2019-05-22 00:00:00.000	SND	CIX	JLR						2019-05-30 00:00:00.000	1230.0	O	T				I		2019-05-30 00:00:00.000	N			2019-07-01 00:00:00.000		N	RMV	GT	SP			N		0.0		
1	8904478	See Remarks	FA	GT	SP	N	I			RMV	SND										2019-04-22 00:00:00.000		9/2013						F									8676264	2019-04-27 00:00:00.000	2019-05-22 00:00:00.000	SND	CIX	JLR						2019-05-30 00:00:00.000	1230.0	O	T				I		2019-05-30 00:00:00.000	N			2019-07-01 00:00:00.000		N	RMV	GT	SP			N		0.0		
2	8904479	See Remarks	FA	EC	SP	N	I			RMV	SND										2019-04-22 00:00:00.000		12/1992						F									8676265	2019-04-26 00:00:00.000	2019-05-15 00:00:00.000	SND	CIX	SS2						2019-05-15 00:00:00.000	1230.0					F			2019-05-15 00:00:00.000	N			2019-06-14 00:00:00.000		N	RMV	EC	SP			N		0.0		
3	8904480	See Remarks	FA	EC	SP	N	I			RMV	SND										2019-04-22 00:00:00.000		7/2017						M									8676266	2019-04-26 00:00:00.000	2019-05-15 00:00:00.000	SND	CIX	SS2						2019-05-15 00:00:00.000	1230.0					F			2019-05-15 00:00:00.000	N			2019-06-14 00:00:00.000		N	RMV	EC	SP			N		0.0		
4	8971056			GT	SP	N	I			RMV	ELP	2019-07-10 00:00:00.000	1300.0	M							2019-06-07 00:00:00.000		10/1984						M									8764547	2019-06-07 00:00:00.000	2019-06-13 00:00:00.000	ELP	ENP	NHB						2019-07-10 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
5	8971057			GT	SP	N	I			RMV	ELP	2019-07-10 00:00:00.000	1300.0	M							2019-06-07 00:00:00.000		7/2003						F									8764548	2019-06-07 00:00:00.000	2019-06-13 00:00:00.000	ELP	ENP	NHB						2019-07-10 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
6	8971060	See Remarks	FA	ES	SP	N	I			RMV	SND	2019-10-16 00:00:00.000	1230.0	M							2019-06-04 00:00:00.000		12/1985						F									8764551	2019-06-08 00:00:00.000		SND	SYP	PSL						2019-10-16 00:00:00.000	1230.0														N	RMV	ES	SP			N		0.0		
7	8971061	See Remarks	FA	GT	SP	N	I			RMV	SND	2019-10-28 00:00:00.000	1230.0	M							2019-06-08 00:00:00.000		10/1971						M									8764552	2019-06-08 00:00:00.000		SND	CIX	JLR						2019-10-28 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
8	8971062	See Remarks	FA	GT	SP	N	I			RMV	SND	2019-10-28 00:00:00.000	1230.0	M							2019-06-06 00:00:00.000		8/2005						M									8764553	2019-06-08 00:00:00.000		SND	CIX	JLR						2019-10-28 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
9	8971063	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-10-01 00:00:00.000	1230.0	M							2019-06-06 00:00:00.000		2/1973						M									8764554	2019-06-08 00:00:00.000		SND	SYP	CAB						2019-10-01 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
10	8971064	See Remarks	FA	HO	SP	N	I			RMV	SND	2019-10-01 00:00:00.000	1230.0	M							2019-06-06 00:00:00.000		1/2004						F									8764555	2019-06-08 00:00:00.000		SND	SYP	CAB						2019-10-01 00:00:00.000	1230.0														N	RMV	HO	SP			N		0.0		
11	8971066	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-11-05 00:00:00.000	830.0	M							2019-06-01 00:00:00.000		12/2000						M									8764557	2019-06-08 00:00:00.000		ELP	ENP	GRG						2019-11-05 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
12	8971067	See Remarks	FA	HO	SP	N	I			RMV	ELP	2019-07-30 00:00:00.000	830.0	M							2019-06-03 00:00:00.000		10/1998						M									8764558	2019-06-08 00:00:00.000	2019-06-21 00:00:00.000	ELP	ENP	SBM						2019-07-30 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
13	8971069	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-11-05 00:00:00.000	830.0	M							2019-06-01 00:00:00.000		12/1991						M									8764560	2019-06-08 00:00:00.000		ELP	ENP	GRG						2019-11-05 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
14	8971071	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-07-30 00:00:00.000	830.0	M							2019-06-02 00:00:00.000		4/1985						M									8764562	2019-06-08 00:00:00.000	2019-06-21 00:00:00.000	ELP	ENP	SBM						2019-07-30 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
15	8971072	See Remarks	FA	HO	SP	N	I			RMV	ELP	2019-07-10 00:00:00.000	1300.0	M							2019-06-04 00:00:00.000		12/1997						M									8764563	2019-06-08 00:00:00.000	2019-06-13 00:00:00.000	ELP	ENP	NHB						2019-07-10 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
16	8971074	See Remarks	FA	ES	SP	N	I			RMV	ELP	2019-11-05 00:00:00.000	830.0	M							2019-06-02 00:00:00.000		5/2001						M									8764565	2019-06-08 00:00:00.000		ELP	ENP	GRG						2019-11-05 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
17	8971075	See Remarks	FA	ES	SP	N	I			RMV	ELP	2019-07-30 00:00:00.000	830.0	M							2019-06-03 00:00:00.000		9/1987						M									8764566	2019-06-08 00:00:00.000	2019-06-21 00:00:00.000	ELP	ENP	SBM						2019-07-30 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
18	8971078	See Remarks	FA	ES	SP	N	I			RMV	ELP	2019-07-10 00:00:00.000	1300.0	M							2019-06-02 00:00:00.000		11/2000						M									8764569	2019-06-08 00:00:00.000	2019-06-13 00:00:00.000	ELP	ENP	NHB						2019-07-10 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
19	8971080	See Remarks	FA	ES	SP	N	I			RMV	ELP	2019-11-05 00:00:00.000	830.0	M							2019-06-02 00:00:00.000		9/1979						M									8764571	2019-06-08 00:00:00.000		ELP	ENP	GRG						2019-11-05 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
20	8971081	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-07-30 00:00:00.000	830.0	M							2019-06-06 00:00:00.000		4/1999						M									8764572	2019-06-08 00:00:00.000	2019-06-21 00:00:00.000	ELP	ENP	SBM						2019-07-30 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
21	8971083	See Remarks	FA	HO	SP	N	I			RMV	ELP	2019-07-10 00:00:00.000	1300.0	M							2019-06-02 00:00:00.000		2/1996						M									8764574	2019-06-08 00:00:00.000	2019-06-13 00:00:00.000	ELP	ENP	NHB						2019-07-10 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
22	8971085	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-07-30 00:00:00.000	830.0	M							2019-06-05 00:00:00.000		6/2000						M									8764576	2019-06-08 00:00:00.000	2019-06-21 00:00:00.000	ELP	ENP	SBM						2019-07-30 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
23	8971087	See Remarks	FA	ES	SP	N	I			RMV	ELP	2019-07-10 00:00:00.000	1300.0	M							2019-06-07 00:00:00.000		8/1970						M									8764578	2019-06-08 00:00:00.000	2019-06-13 00:00:00.000	ELP	ENP	NHB						2019-07-10 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
24	8971090	See Remarks	FA	ES	SP	N	I			RMV	ELP	2019-11-05 00:00:00.000	830.0	M							2019-06-02 00:00:00.000		10/1982						M									8764581	2019-06-08 00:00:00.000		ELP	ENP	GRG						2019-11-05 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
25	8971091	See Remarks	FA	HO	SP	N	I			RMV	ELP	2019-07-30 00:00:00.000	830.0	M									6/1995						M									8764582	2019-06-08 00:00:00.000	2019-06-21 00:00:00.000	ELP	ENP	SBM						2019-07-30 00:00:00.000	830.0														N	RMV	HO	SP			N		0.0		
26	8971095	See Remarks	FA	ES	SP	N	I			RMV	ELP	2019-07-10 00:00:00.000	1300.0	M							2019-06-07 00:00:00.000		11/1999						M									8764586	2019-06-08 00:00:00.000	2019-06-13 00:00:00.000	ELP	ENP	NHB						2019-07-10 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
27	8971096	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-11-05 00:00:00.000	830.0	M							2019-06-03 00:00:00.000		4/1998						M									8764587	2019-06-08 00:00:00.000		ELP	ENP	GRG						2019-11-05 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
28	8971103	See Remarks	FA	ES	SP	N	I			RMV	ELP	2019-07-30 00:00:00.000	830.0	M							2019-06-05 00:00:00.000		9/1993						M									8764596	2019-06-08 00:00:00.000	2019-06-21 00:00:00.000	ELP	ENP	SBM						2019-07-30 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
29	8971104	See Remarks	FA	HO	SP	N	I			RMV	ELP	2019-07-10 00:00:00.000	1300.0	M							2019-06-07 00:00:00.000		10/1998						M									8764597	2019-06-08 00:00:00.000	2019-06-13 00:00:00.000	ELP	ENP	NHB						2019-07-10 00:00:00.000	1300.0														N	RMV	HO	SP			N		0.0		
30	8971105	See Remarks	FA	ES	SP	N	I			RMV	ELP	2019-11-05 00:00:00.000	830.0	M							2019-06-02 00:00:00.000		3/2001						M									8764598	2019-06-08 00:00:00.000		ELP	ENP	GRG						2019-11-05 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
31	8971107	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-07-30 00:00:00.000	830.0	M							2019-06-02 00:00:00.000		1/1973						M									8764600	2019-06-08 00:00:00.000	2019-06-21 00:00:00.000	ELP	ENP	SBM						2019-07-30 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
32	8971108	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-07-10 00:00:00.000	1300.0	M									9/1987						M									8764601	2019-06-08 00:00:00.000	2019-06-13 00:00:00.000	ELP	ENP	NHB						2019-07-10 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
33	8971109	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-11-05 00:00:00.000	830.0	M							2019-06-07 00:00:00.000		6/1990						M									8764602	2019-06-08 00:00:00.000		ELP	ENP	GRG						2019-11-05 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
34	8971110	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-07-30 00:00:00.000	830.0	M									10/1996						M									8764603	2019-06-08 00:00:00.000	2019-06-21 00:00:00.000	ELP	ENP	SBM						2019-07-30 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
35	8971112	See Remarks	FA	ES	SP	N	I			RMV	ELP	2019-07-10 00:00:00.000	1300.0	M							2019-06-03 00:00:00.000		3/2000						M									8764605	2019-06-08 00:00:00.000	2019-06-13 00:00:00.000	ELP	ENP	NHB						2019-07-10 00:00:00.000	1300.0														N	RMV	ES	SP			N		0.0		
36	8971113	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-11-05 00:00:00.000	830.0	M									3/2000						M									8764606	2019-06-08 00:00:00.000		ELP	ENP	GRG						2019-11-05 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
37	8971114	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-07-30 00:00:00.000	830.0	M							2019-06-05 00:00:00.000		4/2001						M									8764607	2019-06-08 00:00:00.000	2019-06-21 00:00:00.000	ELP	ENP	SBM						2019-07-30 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
38	8971115	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-07-10 00:00:00.000	1300.0	M									9/1995						M									8764608	2019-06-08 00:00:00.000	2019-06-13 00:00:00.000	ELP	ENP	NHB						2019-07-10 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
39	8971116	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-11-05 00:00:00.000	830.0	M							2019-06-03 00:00:00.000		1/1993						M									8764609	2019-06-08 00:00:00.000		ELP	ENP	GRG						2019-11-05 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
40	8971117	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-07-30 00:00:00.000	830.0	M									9/2000						M									8764610	2019-06-08 00:00:00.000	2019-06-21 00:00:00.000	ELP	ENP	SBM						2019-07-30 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
41	8985091			GT	SP	N	I			RMV	SND	2019-11-12 00:00:00.000	1230.0	M									1/2013						M									8782541	2019-06-18 00:00:00.000		SND	SYP	CAB						2019-11-12 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
42	8985107	See Remarks	FA	EC	SP	N	I			RMV	ELP	2019-12-03 00:00:00.000	830.0	M							2019-06-17 00:00:00.000		1/1988						F									8782558	2019-06-18 00:00:00.000		ELP	ENP	GRG						2019-12-03 00:00:00.000	830.0														N	RMV	EC	SP			N		0.0		
43	8985110	See Remarks	FA	EC	SP	N	I			RMV	ELP	2019-12-03 00:00:00.000	830.0	M							2019-06-17 00:00:00.000		12/2009						M									8782561	2019-06-18 00:00:00.000		ELP	ENP	GRG						2019-12-03 00:00:00.000	830.0														N	RMV	EC	SP			N		0.0		
44	8985113	See Remarks	FA	EC	SP	N	I			RMV	ELP	2019-12-03 00:00:00.000	830.0	M							2019-06-17 00:00:00.000		3/2011						F									8782564	2019-06-18 00:00:00.000		ELP	ENP	GRG						2019-12-03 00:00:00.000	830.0														N	RMV	EC	SP			N		0.0		
45	8985118	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-12-03 00:00:00.000	830.0	M							2019-06-17 00:00:00.000		3/1998						F									8782569	2019-06-18 00:00:00.000		ELP	ENP	GRG						2019-12-03 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
46	8985121	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-12-03 00:00:00.000	830.0	M							2019-06-17 00:00:00.000		12/2016						M									8782572	2019-06-18 00:00:00.000		ELP	ENP	GRG						2019-12-03 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
47	8985164	See Remarks	FA	GT	SP	N	I			RMV	ELP	2019-08-15 00:00:00.000	830.0	M							2019-06-17 00:00:00.000		10/2006						M									8782625	2019-06-18 00:00:00.000		ELP	ENP	RSH						2019-08-15 00:00:00.000	830.0														N	RMV	GT	SP			N		0.0		
48	8985168	See Remarks	FA	GT	SP	N	I			RMV	SND	2019-11-25 00:00:00.000	1230.0	M							2019-06-15 00:00:00.000		11/1987						F									8782631	2019-06-18 00:00:00.000		SND	CIX	JLR						2019-11-25 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
49	8985174	See Remarks	FA	GT	SP	N	I			RMV	SND	2019-11-25 00:00:00.000	1230.0	M							2019-06-15 00:00:00.000		9/2010						F									8782639	2019-06-18 00:00:00.000		SND	CIX	JLR						2019-11-25 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
50	8985176			CU	SP		0			RMV	ELP	2019-12-03 00:00:00.000	830.0	M							2019-06-04 00:00:00.000		5/1996						F									8782643	2019-06-18 00:00:00.000		ELP	ENP	GRG						2019-12-03 00:00:00.000	830.0															RMV	CU	SP							
51	8985181	See Remarks	FA	CU	SP		0			RMV	ELP	2019-08-01 00:00:00.000	830.0	M							2019-06-01 00:00:00.000		9/1962						M									8782648	2019-06-18 00:00:00.000	2019-06-26 00:00:00.000	ELP	ENP	SBM						2019-08-01 00:00:00.000	830.0															RMV	CU	SP							
52	8985184	See Remarks	FA	CU	SP	N	I			RMV	ELP	2019-08-15 00:00:00.000	830.0	M									1/1993						M									8782652	2019-06-18 00:00:00.000		ELP	ENP	RSH						2019-08-15 00:00:00.000	830.0														N	RMV	CU	SP			N		0.0		
53	8985188			CU	SP		0			RMV	ELP	2020-01-15 00:00:00.000	1300.0	M							2019-06-01 00:00:00.000		10/1987						M									8782658	2019-06-18 00:00:00.000		ELP	ENP	NHB						2020-01-15 00:00:00.000	1300.0															RMV	CU	SP							
54	8985190	See Remarks	FA	GT	SP	N	I			RMV	SND	2019-11-19 00:00:00.000	1230.0	M							2019-06-15 00:00:00.000		8/1998						F									8782661	2019-06-18 00:00:00.000		SND	CIX	CAB						2019-11-19 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
55	8985191	See Remarks	FA	CU	SP	N	I			RMV	ELP	2019-12-03 00:00:00.000	830.0	M									9/1978						M									8782662	2019-06-18 00:00:00.000		ELP	ENP	GRG						2019-12-03 00:00:00.000	830.0														N	RMV	CU	SP			N		0.0		
56	8985198	See Remarks	FA	CU	SP		0			RMV	ELP	2019-08-01 00:00:00.000	830.0	M							2019-06-04 00:00:00.000		10/1996						F									8782669	2019-06-18 00:00:00.000	2019-06-26 00:00:00.000	ELP	ENP	SBM						2019-08-01 00:00:00.000	830.0															RMV	CU	SP							
57	8985199	See Remarks	FA	CU	SP	N	I			RMV	ELP	2019-08-15 00:00:00.000	830.0	M									5/1976						M									8782670	2019-06-18 00:00:00.000		ELP	ENP	RSH						2019-08-15 00:00:00.000	830.0														N	RMV	CU	SP			N		0.0		
58	8985201	See Remarks	FA	GT	SP	N	I			RMV	SND	2019-11-19 00:00:00.000	1230.0	M							2019-06-15 00:00:00.000		5/2016						M									8782674	2019-06-18 00:00:00.000		SND	CIX	CAB						2019-11-19 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
59	8985206	See Remarks	FA	CU	SP	N	I			RMV	ELP	2020-01-15 00:00:00.000	1300.0	M									12/1992						M									8782680	2019-06-18 00:00:00.000		ELP	ENP	NHB						2020-01-15 00:00:00.000	1300.0														N	RMV	CU	SP			N		0.0		
60	8985213	See Remarks	FA	CU	SP	N	I			RMV	ELP	2019-12-03 00:00:00.000	830.0	M									6/1978						M									8782689	2019-06-18 00:00:00.000		ELP	ENP	GRG						2019-12-03 00:00:00.000	830.0														N	RMV	CU	SP			N		0.0		
61	8985216	See Remarks	FA	CU	SP	N	I			RMV	ELP	2019-08-01 00:00:00.000	830.0	M									9/1984						M									8782693	2019-06-18 00:00:00.000		ELP	ENP	SBM						2019-08-01 00:00:00.000	830.0														N	RMV	CU	SP			N		0.0		
62	8985225	See Remarks	FA	CU	SP	N	I			RMV	ELP	2019-08-15 00:00:00.000	830.0	M									9/1989						M									8782705	2019-06-18 00:00:00.000		ELP	ENP	RSH						2019-08-15 00:00:00.000	830.0														N	RMV	CU	SP			N		0.0		
63	8985227	See Remarks	FA	CU	SP	N	I			RMV	ELP	2020-01-15 00:00:00.000	1300.0	M							2019-06-17 00:00:00.000		4/1997						F									8782708	2019-06-18 00:00:00.000		ELP	ENP	NHB						2020-01-15 00:00:00.000	1300.0														N	RMV	CU	SP			N		0.0		
64	8985228	See Remarks	FA	CU	SP	N	I			RMV	ELP	2019-12-03 00:00:00.000	830.0	M							2019-06-16 00:00:00.000		1/1988						M									8782710	2019-06-18 00:00:00.000		ELP	ENP	GRG						2019-12-03 00:00:00.000	830.0														N	RMV	CU	SP			N		0.0		
65	8985231	See Remarks	FA	CU	SP	N	I			RMV	ELP	2019-08-01 00:00:00.000	830.0	M									12/1970						M									8782714	2019-06-18 00:00:00.000		ELP	ENP	SBM						2019-08-01 00:00:00.000	830.0														N	RMV	CU	SP			N		0.0		
66	8985237	See Remarks	FA	CU	SP	N	I			RMV	ELP	2019-08-15 00:00:00.000	830.0	M									8/1990						M									8782725	2019-06-18 00:00:00.000		ELP	ENP	RSH						2019-08-15 00:00:00.000	830.0														N	RMV	CU	SP			N		0.0		
67	8985240	See Remarks	FA	CU	SP	N	I			RMV	ELP	2020-01-15 00:00:00.000	1300.0	M							2019-06-16 00:00:00.000		12/1985						M									8782729	2019-06-18 00:00:00.000		ELP	ENP	NHB						2020-01-15 00:00:00.000	1300.0														N	RMV	CU	SP			N		0.0		
68	8985245	See Remarks	FA	CU	SP	N	I			RMV	ELP	2019-12-03 00:00:00.000	830.0	M							2019-06-16 00:00:00.000		6/1992						M									8782737	2019-06-18 00:00:00.000		ELP	ENP	GRG						2019-12-03 00:00:00.000	830.0														N	RMV	CU	SP			N		0.0		
69	8985246	See Remarks	FA	CU	SP	N	I			RMV	ELP	2019-08-01 00:00:00.000	830.0	M									4/1999						F									8782738	2019-06-18 00:00:00.000		ELP	ENP	SBM						2019-08-01 00:00:00.000	830.0														N	RMV	CU	SP			N		0.0		
70	8985249	See Remarks	FA	CU	SP	N	I			RMV	ELP	2019-08-15 00:00:00.000	830.0	M							2019-06-17 00:00:00.000		12/1998						M									8782741	2019-06-18 00:00:00.000		ELP	ENP	RSH						2019-08-15 00:00:00.000	830.0														N	RMV	CU	SP			N		0.0		
71	8985250	See Remarks	FA	GT	SP	N	I			RMV	ELP	2020-01-15 00:00:00.000	1300.0	M									1/2001						M									8782744	2019-06-18 00:00:00.000		ELP	ENP	NHB						2020-01-15 00:00:00.000	1300.0														N	RMV	GT	SP			N		0.0		
72	8985277	See Remarks	FA	CU	SP	N	I			RMV	ELP	2019-12-03 00:00:00.000	830.0	M									6/1995						M									8782780	2019-06-18 00:00:00.000		ELP	ENP	GRG						2019-12-03 00:00:00.000	830.0														N	RMV	CU	SP			N		0.0		
73	8985279	See Remarks	FA	CU	SP	N	I			RMV	ELP	2019-08-01 00:00:00.000	830.0	M									11/1998						M									8782783	2019-06-18 00:00:00.000		ELP	ENP	SBM						2019-08-01 00:00:00.000	830.0														N	RMV	CU	SP			N		0.0		
74	8985284	See Remarks	FA	CU	SP	N	I			RMV	ELP	2019-08-15 00:00:00.000	830.0	M									4/1989						M									8782789	2019-06-18 00:00:00.000		ELP	ENP	RSH						2019-08-15 00:00:00.000	830.0														N	RMV	CU	SP			N		0.0		
75	8985290	See Remarks	FA	CU	SP	N	I			RMV	ELP	2020-01-15 00:00:00.000	1300.0	M									12/2000						M									8782795	2019-06-18 00:00:00.000		ELP	ENP	NHB						2020-01-15 00:00:00.000	1300.0														N	RMV	CU	SP			N		0.0		
76	8985344	See Remarks	FA	CU	SP	N	I			RMV	ELP	2020-01-15 00:00:00.000	1300.0	M									1/1980						M									8782871	2019-06-18 00:00:00.000		ELP	ENP	NHB						2020-01-15 00:00:00.000	1300.0														N	RMV	CU	SP			N		0.0		
77	8985376	See Remarks	FA	ES	SP	N	I			RMV	ELP	2019-08-15 00:00:00.000	830.0	M									1/1998						M									8782909	2019-06-18 00:00:00.000		ELP	ENP	RSH						2019-08-15 00:00:00.000	830.0														N	RMV	ES	SP			N		0.0		
78	8985334	See Remarks	FA	EC	SP	N	I			RMV	ELP	2019-12-03 00:00:00.000	830.0	M									6/1996						M									8782858	2019-06-18 00:00:00.000		ELP	ENP	GRG						2019-12-03 00:00:00.000	830.0														N	RMV	EC	SP			N		0.0		
79	8985337	See Remarks	FA	CU	SP	N	I			RMV	ELP	2019-08-01 00:00:00.000	830.0	M									2/1993						M									8782862	2019-06-18 00:00:00.000		ELP	ENP	SBM						2019-08-01 00:00:00.000	830.0														N	RMV	CU	SP			N		0.0		
80	8985394	See Remarks	FA	CU	SP	N	I			RMV	ELP	2019-12-09 00:00:00.000	1300.0	M									9/1973						M									8782930	2019-06-18 00:00:00.000		ELP	ENP	GRG						2019-12-09 00:00:00.000	1300.0														N	RMV	CU	SP			N		0.0		
81	8985434	See Remarks	FA	GT	SP	N	I			RMV	SND	2019-11-14 00:00:00.000	1230.0	M							2019-06-17 00:00:00.000		1/1986						F									8782986	2019-06-18 00:00:00.000	2019-06-27 21:05:44.343	SND	SYP	JCL						2019-11-14 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
82	8985460	See Remarks	FA	GT	SP	N	I			RMV	SND	2019-11-14 00:00:00.000	1230.0	M							2019-06-17 00:00:00.000		5/2008						M									8783023	2019-06-18 00:00:00.000		SND	SYP	JCL						2019-11-14 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
83	8985470	See Remarks		GT	SP	N	I			RMV	SND	2019-11-14 00:00:00.000	1230.0	M							2019-06-17 00:00:00.000		2/2014						M									8783038	2019-06-18 00:00:00.000		SND	SYP	JCL						2019-11-14 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
84	8985667	See Remarks	FA	EC	SP	N	I			RMV	ELP	2019-08-01 00:00:00.000	830.0	M									12/1982						M									8783329	2019-06-18 00:00:00.000		ELP	ENP	SBM						2019-08-01 00:00:00.000	830.0														N	RMV	EC	SP			N		0.0		
85	8985675	See Remarks	FA	EC	SP	N	I			RMV	ELP	2019-08-01 00:00:00.000	830.0	M							2019-06-18 00:00:00.000		4/1986						F									8783339	2019-06-18 00:00:00.000		ELP	ENP	SBM						2019-08-01 00:00:00.000	830.0														N	RMV	EC	SP			N		0.0		
86	8985632	See Remarks	FA	GT	SP	N	I			RMV	SND	2019-11-18 00:00:00.000	1230.0	M							2019-06-09 00:00:00.000		11/1974						M									8783279	2019-06-17 00:00:00.000		SND	SYP	JLR						2019-11-18 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
87	8985644	See Remarks	FA	GT	SP	N	I			RMV	SND	2019-11-18 00:00:00.000	1230.0	M									3/2004						M									8783300	2019-06-17 00:00:00.000		SND	SYP	JLR						2019-11-18 00:00:00.000	1230.0														N	RMV	GT	SP			N		0.0		
88	8986204			VE	SP	N	I			RMV	SND	2019-11-13 00:00:00.000	1230.0	M							2019-06-16 00:00:00.000		4/1989						M									8784062	2019-06-18 00:00:00.000		SND	SYP	PSL						2019-11-13 00:00:00.000	1230.0														N	RMV	VE	SP			N		0.0		
89	8986224	See Remarks	FA	VE	SP	N	I			RMV	SND	2019-11-13 00:00:00.000	1230.0	M							2019-06-16 00:00:00.000		8/1991						F									8784089	2019-06-18 00:00:00.000		SND	SYP	PSL						2019-11-13 00:00:00.000	1230.0														N	RMV	VE	SP			N		0.0		
90	8986229	See Remarks	FA	CU	SP	N	I			RMV	ELP	2019-12-09 00:00:00.000	1300.0	M							2019-06-17 00:00:00.000		11/1960						M									8784095	2019-06-18 00:00:00.000		ELP	ENP	GRG						2019-12-09 00:00:00.000	1300.0														N	RMV	CU	SP			N		0.0		
